time_bin,timestamp,vol_total_num,vol_ann_num,vol_wd_num,vol_origin0,vol_origin1,vol_origin2,vol_peer_num,vol_pfx_num,vol_pfx_avg,vol_pfx_max,path_len_max,path_len_avg,path_unq_len_max,path_unq_len_avg,AS_count,AS_count_max,AS_count_avg,AS_rare_max,AS_rare_sum,pp_num,pp_max,pp_avg,is_WA,is_AW,is_WAW,is_longer_path,is_shorter_path,is_longer_unq_path,is_shorter_unq_path,is_new,is_dup_ann,is_AWnA,is_imp_wd,is_WnA,is_AWn,is_AnW,is_WAn,is_dup_wd,is_dup,is_flap,is_NADA,is_imp_wd_spath,is_imp_wd_dpath,edit_dist_max,edit_dist_avg,ED_0,ED_1,ED_2,ED_3,ED_4,ED_5,ED_6,ED_7,ED_8
39,2021-09-24 12:29,69366,65977,3389,59429,17,6769,62,5256,13.197489,2397,22,5.068721,12,4.3919244,1606,23539,181.20424,2,147,17960,320,3.8622494,1718,2201,609,12483,12513,11982,11992,3920,60430,1625,41078,345,656,1441,1495,1097,19352,799,826,8627,32451,19,0.9077502,28953,19795,6926,3279,1275,434,223,465,159
40,2021-09-24 12:30,64683,61639,3044,52619,35,9210,62,9689,6.675921,2777,22,4.7024937,11,4.3849673,1449,19447,187.32574,3,91,24746,355,2.613877,2775,1965,614,8776,13791,8225,13102,5882,53104,2618,38162,579,705,1755,1236,957,14942,1085,1533,8481,29681,20,1.0286783,24677,14795,7192,6132,1044,369,277,506,120
41,2021-09-24 12:31,257510,254296,3214,244623,32,9963,62,141629,1.8182011,2991,25,4.725143,12,4.4878683,27621,141637,41.373955,3,515,212768,416,1.2102854,2091,2036,546,15752,10933,14195,9961,130282,121983,1981,43118,424,331,1587,1428,1118,78865,713,1268,9363,33755,18,0.3031494,89096,16975,6510,7774,925,350,620,582,198
42,2021-09-24 12:32,76672,72859,3813,67204,34,5970,63,4168,18.395393,2591,25,5.016649,11,4.5820284,1269,25989,264.5461,2,39,23447,359,3.2700133,2209,2763,451,13962,16550,13318,14288,4659,66243,2126,51164,672,568,1979,2225,798,15079,859,1267,9634,41530,21,1.1959777,25748,21019,11226,5334,1407,886,833,682,240
43,2021-09-24 12:33,156091,151638,4453,141111,63,11051,64,68548,2.277105,3013,24,4.6174707,12,4.3362217,15564,86170,42.43755,2,72,92554,393,1.6864858,3049,3006,650,17714,17489,17080,16656,8443,140288,2921,58499,721,772,1982,2217,1305,81789,1184,1737,10937,47562,18,0.6136741,94045,26796,12190,5681,1819,616,580,524,179
44,2021-09-24 12:34,80801,77060,3741,69164,63,8351,62,10234,7.895349,2319,19,5.0023227,14,4.5607967,1851,19599,191.3274,2,203,27426,325,2.946146,2042,2814,377,13645,13428,12778,12929,5258,69963,1759,52434,399,440,1169,2314,724,17529,858,901,12385,40049,17,1.0153587,30944,21337,10900,4504,1357,657,428,773,181
45,2021-09-24 12:35,64134,60673,3461,55287,30,5679,64,7309,8.774661,2563,22,4.7442026,12,4.384059,1539,21067,173.9571,2,115,18739,361,3.422488,2061,2355,657,10399,12741,9808,11843,1695,56954,2011,39745,469,831,1297,1652,1069,17209,820,1191,9325,30420,19,1.036876,27493,15777,7759,4577,1288,517,286,460,147
46,2021-09-24 12:36,61191,58395,2796,52794,42,5897,64,6565,9.320792,2472,20,5.1038275,11,4.551417,1308,19068,204.57875,2,25,20047,379,3.052377,2133,1958,284,10768,11059,9876,10242,3336,52974,1901,38861,611,558,1384,1602,790,14113,854,1047,8216,30645,15,1.1209655,23364,16179,7381,3763,1241,838,585,564,237
47,2021-09-24 12:37,128162,125071,3091,117419,31,7827,64,71847,1.7838184,2403,24,4.6071033,12,4.3230567,15509,76523,34.929523,1,90,85665,321,1.4960836,2165,2121,603,13956,11166,13472,10938,1497,121496,2067,44212,572,629,1215,1432,883,77284,913,1154,8814,35398,18,0.60327554,87207,17886,7120,8002,1011,609,494,588,166
48,2021-09-24 12:38,126521,123414,3107,116519,14,7177,63,65049,1.9450107,2592,24,4.664892,12,4.286118,15561,78351,34.09164,1,43,79779,366,1.5858935,2320,2435,484,11211,10554,10627,10190,1778,119448,2265,42863,770,369,1641,1792,540,76585,1306,959,11497,31366,17,0.5196845,89526,16473,8699,3681,1169,485,381,593,206
49,2021-09-24 12:39,81800,77946,3854,67928,16,10205,62,10054,8.1360655,2576,19,5.303813,13,4.535396,2108,21340,168.18549,1,71,26719,323,3.0614917,2433,2693,685,12414,13300,11894,12436,2253,73312,2396,52484,594,783,2129,1904,1109,20828,1241,1155,13020,39464,17,0.9668093,35327,22177,10611,3661,1238,693,572,551,271
50,2021-09-24 12:40,61996,59206,2790,54773,9,4723,63,3624,17.107063,2902,24,5.1899805,13,4.512161,1204,22064,223.11877,1,22,16396,377,3.781166,2663,2029,462,11448,12003,10608,11162,1673,54922,2590,40094,601,522,1587,1481,709,14828,1067,1523,8091,32003,20,1.1440899,24235,16652,8189,4196,1344,1112,635,482,140
51,2021-09-24 12:41,124240,120272,3968,113773,15,6791,62,68823,1.8052105,2294,29,4.611888,13,4.3104877,15304,79208,33.97948,3,107,82152,299,1.5123186,3054,2633,640,9409,13849,9063,12537,2808,114647,2892,38967,945,898,2147,1836,1098,75680,1310,1582,7437,31530,26,0.5793625,84594,16022,7372,5610,1159,992,496,503,194
52,2021-09-24 12:42,70100,65377,4723,60787,24,5065,63,6334,11.067256,1590,19,5.163513,12,4.693883,2050,21368,150.97755,2,386,24658,200,2.8428907,3265,3096,829,11141,10353,10558,9661,8895,53412,3080,38989,826,880,2495,2091,1432,14423,1282,1798,10096,28893,13,0.91298145,26100,15408,7681,3840,1004,668,568,457,247
53,2021-09-24 12:43,141668,136543,5125,130414,10,6619,64,70340,2.014046,1634,24,4.615015,11,4.3708134,15615,84008,38.395966,1,143,90487,232,1.5656172,2701,3689,680,16319,12924,15856,12112,8058,126104,2551,48678,616,892,1913,2742,1116,77426,875,1676,9758,38920,20,0.6070884,88294,18566,8673,9095,1736,735,378,496,206
54,2021-09-24 12:44,81961,77161,4800,71462,89,6177,64,7126,11.501684,2108,19,5.0050673,11,4.4529877,1740,32636,199.1931,2,135,26442,292,3.099652,3267,3610,742,13927,13235,12549,12841,6403,67751,3059,47540,927,722,2377,2645,930,20211,1511,1548,11274,36266,17,0.9430095,33182,19645,8788,4611,1807,950,550,610,219
55,2021-09-24 12:45,110764,107028,3736,98274,23,9167,64,14569,7.602718,2268,27,6.2755446,12,5.2871957,2156,33609,263.56958,3,628,44222,307,2.5047262,2594,2812,967,17321,17287,16074,15993,17727,86829,2498,66020,617,646,1788,1740,802,20809,870,1628,20859,45161,22,0.88190204,42804,21183,13731,6962,2021,757,355,566,270
56,2021-09-24 12:46,159406,155785,3621,147150,875,8158,64,75867,2.1011243,2040,27,4.951183,12,4.3344674,17049,89213,39.724968,3,1345,102260,272,1.5588304,2626,2541,436,11972,13712,10745,12405,17631,135674,2499,60865,779,698,1966,2018,934,74809,1027,1472,14583,46282,20,0.5811701,90517,25746,12572,4767,1690,987,460,695,186
57,2021-09-24 12:47,115541,112141,3400,108107,38,4380,63,63844,1.8097394,2171,27,4.594314,11,4.306409,15337,79983,31.609962,2,57,74985,296,1.5408548,2071,2445,384,10124,8872,9379,8468,3565,106666,1920,34171,351,651,1434,1913,794,72495,710,1210,7738,26433,31,0.5134108,81057,13491,6954,3572,1414,593,316,539,167
58,2021-09-24 12:48,58267,55296,2971,50991,14,4707,63,3186,18.28845,2367,33,5.153899,11,4.6265373,1408,19334,183.2429,2,30,16991,347,3.429286,1838,2194,294,10322,10184,9746,9559,2875,50792,1622,37663,347,389,1401,1789,568,13129,540,1082,8702,28961,32,1.1496903,22521,14021,7623,4130,1497,816,418,600,241
59,2021-09-24 12:49,82346,75894,6452,68166,20,8229,63,9748,8.447476,2160,35,5.015851,12,4.485506,1793,28517,191.3391,2,85,25975,278,3.170202,3657,4027,1082,12658,11984,11609,11327,5242,67252,3466,48522,1073,1037,2240,2736,2168,18730,1895,1571,12342,36180,33,0.9495543,33194,20301,8934,3818,1699,829,401,630,287
60,2021-09-24 12:50,66749,63202,3547,55935,21,7599,62,9623,6.9364023,1685,36,4.821287,11,4.430762,1856,20421,151.82921,2,61,21903,256,3.047482,2858,2708,367,11309,12531,10653,11809,3101,57254,2822,40275,443,516,1768,2273,828,16979,1031,1791,7688,32587,31,1.0960164,25999,17138,8115,4245,1868,1015,376,593,191
61,2021-09-24 12:51,70142,66761,3381,61344,37,5812,63,4556,15.395522,2467,22,5.151196,12,4.703225,1552,21999,203.72423,2,158,21129,315,3.3197029,2408,2398,341,12814,11978,12118,11422,5127,59382,2313,43618,454,594,1618,1876,827,15764,923,1390,9530,34088,31,1.0738217,26464,17520,9652,3864,1507,816,372,682,153
62,2021-09-24 12:52,66936,62935,4001,58098,11,5177,63,3718,18.003227,2457,22,5.0088506,12,4.649559,1319,19099,223.2972,2,53,20535,342,3.2596056,2055,3101,744,11725,13064,11303,11665,4200,56781,1933,43240,320,587,1576,2259,799,13541,570,1363,9539,33701,31,1.2296522,23887,15629,9025,4529,2090,1267,494,626,178
63,2021-09-24 12:53,70219,67122,3097,59518,38,7842,64,5316,13.208992,1328,19,4.9709334,11,4.4534283,1367,19173,219.70885,2,85,24405,146,2.8772383,3069,2481,581,11656,12618,10847,11324,8487,55639,2797,41155,652,319,2267,1805,543,14484,963,1834,8188,32967,31,1.1053419,23821,17037,8374,3984,1971,1051,532,509,112
64,2021-09-24 12:54,60498,57057,3441,51139,23,6160,63,7206,8.395504,1684,22,5.1442766,11,4.526351,1403,17284,185.0114,2,190,20237,209,2.9894748,1937,2227,326,11538,9623,10146,8713,5284,49967,1859,36136,519,610,1572,1792,1083,13831,900,959,7401,28735,31,1.2083706,22255,13823,7016,3477,1970,874,512,438,119
65,2021-09-24 12:55,68373,64917,3456,58101,42,7109,64,4162,16.42792,2256,25,4.946994,12,4.5037203,1297,23605,226.77332,2,54,17709,294,3.8609183,2675,2720,482,12388,12074,11584,11588,2869,59396,2633,43936,395,574,2097,2181,713,15460,917,1716,10935,33001,18,1.1140217,27579,17790,8144,3864,1419,865,568,606,225
66,2021-09-24 12:56,204891,201215,3676,193075,65,8317,63,138493,1.4794322,2035,29,4.4275227,12,4.185657,27573,142851,30.591738,1,51,157672,291,1.2994761,2616,2554,551,13632,12077,12715,12082,2566,196063,2556,50967,656,680,1321,1968,1092,145096,1293,1263,10946,40021,24,0.38141257,157556,21659,12720,3418,1079,520,401,486,266
67,2021-09-24 12:57,134875,131608,3267,124615,43,7311,63,68376,1.9725488,1797,27,4.483618,14,4.2405477,15657,81549,35.76988,1,15,85536,223,1.5768214,2570,2444,335,13016,12208,12559,11556,3309,125878,2492,48013,694,522,1699,1942,674,77865,936,1556,9278,38735,31,0.56910473,88334,21650,10521,4432,1371,591,362,449,155
68,2021-09-24 12:58,114479,111013,3466,106561,93,4679,63,63002,1.8170693,1982,24,4.603019,12,4.258294,15281,78200,31.04751,1,124,75594,271,1.5143927,1981,2466,576,9185,8406,8636,7735,3622,105532,1843,33527,568,562,1394,1714,878,72005,946,897,7913,25614,16,0.48023656,81033,12609,7490,3427,1138,463,211,448,148
69,2021-09-24 12:59,65974,63048,2926,57458,34,5987,63,7973,8.274677,2124,21,4.8924313,12,4.4178247,2200,18647,127.58,2,169,22999,288,2.8685596,1673,2302,593,9702,10495,9378,9684,5596,55939,1570,40401,323,332,1306,1586,464,15538,565,1005,10801,29600,23,0.94596356,27030,16005,7771,3418,1244,542,354,440,171
70,2021-09-24 13:00,91574,88065,3509,80218,95,8057,64,14219,6.440256,2095,22,4.798796,12,4.370011,3164,33751,122.141594,3,590,35627,292,2.570354,2600,2362,677,12723,14278,11866,13137,15614,70021,2478,50959,448,591,1555,1623,977,19062,926,1552,10042,40917,25,0.88805777,30258,24840,8896,4196,1626,880,410,485,271
